year,population,region,deathCause,deaths
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba nadciśnieniowa,250
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba nadciśnieniowa,178
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba nadciśnieniowa,217
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba nadciśnieniowa,448
1999,1302518,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2458
2000,1302650,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2365
2001,1299382,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2341
2002,1295885,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2246
2003,1291598,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2266
2004,1288693,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2143
2005,1285007,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2114
2006,1279838,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2139
2007,1275550,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2190
2008,1272784,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2172
2009,1270120,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2175
2010,1282546,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,2135
2011,1278116,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,1700
2012,1273995,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,1427
2013,1268239,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,1063
2014,1263176,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,737
2015,1257179,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,741
2016,1252900,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,1037
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,1169
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,1118
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,1143
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroba niedokrwienna serca,3321
1999,1302518,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1983
2000,1302650,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1739
2001,1299382,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1770
2002,1295885,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1767
2003,1291598,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1766
2004,1288693,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1718
2005,1285007,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1701
2006,1279838,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1640
2007,1275550,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1612
2008,1272784,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1514
2009,1270120,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1488
2010,1282546,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1462
2011,1278116,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1441
2012,1273995,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1289
2013,1268239,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1163
2014,1263176,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1018
2015,1257179,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,1037
2016,1252900,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,875
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,900
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,888
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,802
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu krążenia - choroby naczyń mózgowych,994
1999,1302518,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1322
2000,1302650,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1129
2001,1299382,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1092
2002,1295885,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1110
2003,1291598,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1134
2004,1288693,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1128
2005,1285007,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1111
2006,1279838,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1101
2007,1275550,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1072
2008,1272784,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1155
2009,1270120,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,589
2010,1282546,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,974
2011,1278116,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1162
2012,1273995,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1840
2013,1268239,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,2308
2014,1263176,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,2502
2015,1257179,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1979
2016,1252900,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,2046
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,2016
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1871
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,1649
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu krążenia - miażdżyca,2858
1999,1302518,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,840
2000,1302650,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,777
2001,1299382,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,749
2002,1295885,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,681
2003,1291598,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,830
2004,1288693,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,729
2005,1285007,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,794
2006,1279838,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,714
2007,1275550,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,640
2008,1272784,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,718
2009,1270120,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,711
2010,1282546,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,593
2011,1278116,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,657
2012,1273995,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,616
2013,1268239,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,633
2014,1263176,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,392
2015,1257179,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,522
2016,1252900,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,596
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,644
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,528
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,554
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu oddechowego ogółem,815
1999,1302518,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,553
2000,1302650,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,504
2001,1299382,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,425
2002,1295885,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,379
2003,1291598,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,413
2004,1288693,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,326
2005,1285007,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,378
2006,1279838,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,310
2007,1275550,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,284
2008,1272784,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,296
2009,1270120,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,285
2010,1282546,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,286
2011,1278116,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,328
2012,1273995,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,332
2013,1268239,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,311
2014,1263176,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,207
2015,1257179,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,271
2016,1252900,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,371
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,437
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,411
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,446
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu oddechowego - zapalenia płuc, zapalenia oskrzeli, rozedma i astma,651
1999,1302518,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,467
2000,1302650,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,434
2001,1299382,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,482
2002,1295885,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,467
2003,1291598,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,503
2004,1288693,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,495
2005,1285007,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,497
2006,1279838,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,488
2007,1275550,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,514
2008,1272784,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,531
2009,1270120,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,454
2010,1282546,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,527
2011,1278116,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,524
2012,1273995,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,497
2013,1268239,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,440
2014,1263176,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,409
2015,1257179,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,263
2016,1252900,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,344
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,423
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,355
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,334
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu trawiennego ogółem,419
1999,1302518,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,160
2000,1302650,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,125
2001,1299382,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,154
2002,1295885,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,136
2003,1291598,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,133
2004,1288693,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,145
2005,1285007,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,184
2006,1279838,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,178
2007,1275550,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,183
2008,1272784,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,224
2009,1270120,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,193
2010,1282546,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,195
2011,1278116,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,194
2012,1273995,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,203
2013,1268239,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,161
2014,1263176,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,197
2015,1257179,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,159
2016,1252900,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,206
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,221
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,220
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,226
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu trawiennego - choroba przewlekła wątroby i marskość wątroby,256
1999,1302518,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2000,1302650,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,1
2001,1299382,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,1
2002,1295885,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2003,1291598,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,4
2004,1288693,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2005,1285007,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2006,1279838,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2007,1275550,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,2
2008,1272784,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,1
2009,1270120,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2010,1282546,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,1
2011,1278116,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,1
2012,1273995,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,3
2013,1268239,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,1
2014,1263176,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2015,1257179,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2016,1252900,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2017,1247732,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,1
2018,1241546,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,1
2019,1233961,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,0
2020,1224626,ŚWIĘTOKRZYSKIE,choroby skóry i tkanki podskórnej,1
1999,1302518,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,5
2000,1302650,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,7
2001,1299382,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,9
2002,1295885,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,12
2003,1291598,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,3
2004,1288693,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,6
2005,1285007,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,6
2006,1279838,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,8
2007,1275550,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,8
2008,1272784,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,7
2009,1270120,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,15
2010,1282546,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,21
2011,1278116,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,15
2012,1273995,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,16
2013,1268239,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,19
2014,1263176,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,17
2015,1257179,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,16
2016,1252900,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,10
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,12
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,16
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,14
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu kostnostawowego, mięśniowego i tkanki łącznej,8
1999,1302518,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,236
2000,1302650,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,199
2001,1299382,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,223
2002,1295885,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,182
2003,1291598,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,227
2004,1288693,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,241
2005,1285007,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,220
2006,1279838,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,244
2007,1275550,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,270
2008,1272784,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,243
2009,1270120,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,212
2010,1282546,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,187
2011,1278116,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,138
2012,1273995,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,116
2013,1268239,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,41
2014,1263176,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,6
2015,1257179,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,3
2016,1252900,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,7
2017,1247732,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,19
2018,1241546,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,3
2019,1233961,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,6
2020,1224626,ŚWIĘTOKRZYSKIE,choroby układu moczowo-płciowego,27
1999,1302518,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,1
2000,1302650,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2001,1299382,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2002,1295885,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,1
2003,1291598,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2004,1288693,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2005,1285007,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,1
2006,1279838,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2007,1275550,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,1
2008,1272784,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,1
2009,1270120,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2010,1282546,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2011,1278116,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,1
2012,1273995,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2013,1268239,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2014,1263176,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2015,1257179,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2016,1252900,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2017,1247732,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,1
2018,1241546,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2019,1233961,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,0
2020,1224626,ŚWIĘTOKRZYSKIE,ciąża, poród i połóg,1
1999,1302518,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,56
2000,1302650,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,45
2001,1299382,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,46
2002,1295885,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,37
2003,1291598,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,34
2004,1288693,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,34
2005,1285007,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,35
2006,1279838,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,37
2007,1275550,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,25
2008,1272784,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,28
2009,1270120,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,27
2010,1282546,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,50
2011,1278116,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,38
2012,1273995,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,26
2013,1268239,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,31
2014,1263176,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,14
2015,1257179,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,29
2016,1252900,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,22
2017,1247732,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,14
2018,1241546,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,21
2019,1233961,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,17
2020,1224626,ŚWIĘTOKRZYSKIE,niektóre stany rozpoczynające się w okresie okołoporodowym,22
1999,1302518,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,58
2000,1302650,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,49
2001,1299382,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,51
2002,1295885,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,55
2003,1291598,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,31
2004,1288693,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,19
2005,1285007,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,28
2006,1279838,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,13
2007,1275550,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,26
2008,1272784,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,30
2009,1270120,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,23
2010,1282546,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,29
2011,1278116,ŚWIĘTOKRZYSKIE,wady rozwojowe wrodzone, zniekształcenia i aberracje chromosomowe,32
